Order_ID,Customer_ID,Product_Category,Product_Price,Discount_Percent,Delivery_Days,Customer_Rating,Return_Status,Return_Reason
ORD100686,CUST10127,Books,2745.45,15,14,4.4,Not Returned,Not Returned
ORD100687,CUST10006,Home,401.37,10,5,3.9,Not Returned,Not Returned
ORD100688,CUST10046,Fashion,4848.75,5,12,1.4,Returned,Changed Mind
ORD100689,CUST10052,Home,4033.83,20,1,2.7,Not Returned,Not Returned
ORD100690,CUST10186,Home,1605.55,20,7,1.1,Not Returned,Not Returned
ORD100691,CUST10037,Beauty,4903.86,10,13,2.9,Not Returned,Not Returned
ORD100692,CUST10225,Electronics,3089.03,10,7,3.6,Not Returned,Not Returned
ORD100693,CUST10052,Home,2995.63,15,9,1.5,Returned,Not as Described
ORD100694,CUST10223,Sports,3790.75,0,3,2.2,Not Returned,Not Returned
ORD100695,CUST10153,Sports,4096.49,10,9,2.6,Not Returned,Not Returned
ORD100696,CUST10047,Books,3351.1,40,14,4.7,Not Returned,Not Returned
ORD100697,CUST10146,Beauty,814.86,10,1,5.0,Not Returned,Not Returned
ORD100698,CUST10063,Electronics,1823.68,30,1,1.2,Not Returned,Not Returned
ORD100699,CUST10181,Electronics,4654.8,5,14,4.0,Not Returned,Not Returned
ORD100700,CUST10124,Books,1278.15,40,4,2.5,Not Returned,Not Returned
ORD100701,CUST10178,Sports,1986.4,40,9,2.6,Returned,Wrong Size
ORD100702,CUST10038,Fashion,2273.97,30,6,4.0,Not Returned,Not Returned
ORD100703,CUST10259,Beauty,2309.14,30,13,4.7,Returned,Damaged
ORD100704,CUST10002,Books,3142.11,20,11,4.8,Not Returned,Not Returned
ORD100705,CUST10063,Beauty,4726.76,0,3,3.3,Not Returned,Not Returned
ORD100706,CUST10028,Sports,1355.33,5,1,2.4,Not Returned,Not Returned
ORD100707,CUST10010,Sports,783.21,15,4,4.2,Not Returned,Not Returned
ORD100708,CUST10096,Fashion,1147.86,40,12,2.0,Not Returned,Not Returned
ORD100709,CUST10202,Fashion,4457.24,15,13,3.3,Returned,Wrong Size
ORD100710,CUST10020,Electronics,3299.89,10,9,2.4,Not Returned,Not Returned
ORD100711,CUST10038,Beauty,1572.35,10,3,3.6,Not Returned,Not Returned
ORD100712,CUST10222,Beauty,4116.55,15,12,2.0,Not Returned,Not Returned
ORD100713,CUST10101,Sports,4334.58,10,9,1.8,Not Returned,Not Returned
ORD100714,CUST10045,Electronics,4263.27,0,7,4.7,Not Returned,Not Returned
ORD100715,CUST10065,Books,4610.85,30,12,1.4,Not Returned,Not Returned
ORD100716,CUST10090,Beauty,1410.76,10,14,3.0,Returned,Not as Described
ORD100717,CUST10163,Electronics,3824.2,20,4,1.9,Not Returned,Not Returned
ORD100718,CUST10110,Electronics,2410.59,10,3,1.2,Not Returned,Not Returned
ORD100719,CUST10122,Sports,4241.59,5,10,1.1,Not Returned,Not Returned
ORD100720,CUST10192,Electronics,3696.76,0,5,1.7,Not Returned,Not Returned
ORD100721,CUST10098,Fashion,3926.95,5,5,4.5,Not Returned,Not Returned
ORD100722,CUST10290,Fashion,3349.58,5,3,2.1,Not Returned,Not Returned
ORD100723,CUST10158,Home,1051.66,20,12,4.8,Not Returned,Not Returned
ORD100724,CUST10102,Sports,2816.13,0,9,3.3,Not Returned,Not Returned
ORD100725,CUST10280,Books,4926.41,0,4,2.7,Not Returned,Not Returned
ORD100726,CUST10042,Home,4699.46,0,11,3.3,Not Returned,Not Returned
ORD100727,CUST10083,Fashion,407.23,0,5,3.1,Not Returned,Not Returned
ORD100728,CUST10190,Home,991.11,0,4,4.0,Not Returned,Not Returned
ORD100729,CUST10050,Sports,832.3,20,5,2.1,Not Returned,Not Returned
ORD100730,CUST10209,Sports,3684.7,10,7,2.4,Not Returned,Not Returned
ORD100731,CUST10125,Electronics,4125.37,5,9,4.6,Returned,Damaged
ORD100732,CUST10068,Beauty,1224.85,0,7,4.8,Not Returned,Not Returned
ORD100733,CUST10264,Electronics,2628.09,40,13,4.6,Returned,Late Delivery
ORD100734,CUST10257,Sports,4235.37,10,5,2.7,Returned,Damaged
ORD100735,CUST10187,Fashion,3717.45,10,10,4.1,Not Returned,Not Returned
ORD100736,CUST10229,Books,2802.74,5,10,2.9,Not Returned,Not Returned
ORD100737,CUST10188,Fashion,3033.67,20,7,3.0,Not Returned,Not Returned
ORD100738,CUST10009,Electronics,2640.13,15,14,1.8,Returned,Late Delivery
ORD100739,CUST10113,Books,1628.23,15,10,3.4,Returned,Damaged
ORD100740,CUST10075,Sports,2912.11,10,5,1.7,Not Returned,Not Returned
ORD100741,CUST10163,Fashion,3506.65,30,3,2.3,Returned,Not as Described
ORD100742,CUST10084,Sports,4391.95,30,7,4.4,Not Returned,Not Returned
ORD100743,CUST10048,Books,3254.2,5,13,1.8,Not Returned,Not Returned
ORD100744,CUST10176,Books,3853.38,15,11,1.3,Not Returned,Not Returned
ORD100745,CUST10217,Fashion,968.34,10,11,1.3,Not Returned,Not Returned
ORD100746,CUST10188,Sports,2415.48,20,2,4.8,Returned,Not as Described
ORD100747,CUST10229,Home,244.79,15,12,3.0,Not Returned,Not Returned
ORD100748,CUST10254,Sports,1384.06,10,9,2.6,Not Returned,Not Returned
ORD100749,CUST10235,Books,3687.02,10,10,4.2,Not Returned,Not Returned
ORD100750,CUST10025,Sports,4960.69,0,10,4.3,Not Returned,Not Returned
ORD100751,CUST10071,Electronics,676.05,20,12,2.3,Not Returned,Not Returned
ORD100752,CUST10260,Home,2127.17,0,1,3.8,Not Returned,Not Returned
ORD100753,CUST10253,Beauty,4040.34,5,13,4.1,Not Returned,Not Returned
ORD100754,CUST10270,Electronics,1179.37,0,6,3.6,Not Returned,Not Returned
ORD100755,CUST10122,Beauty,2864.41,40,7,1.6,Not Returned,Not Returned
ORD100756,CUST10143,Fashion,3718.74,0,14,4.5,Returned,Damaged
ORD100757,CUST10256,Beauty,3156.73,40,13,3.2,Returned,Wrong Size
ORD100758,CUST10143,Sports,1102.52,15,8,2.1,Not Returned,Not Returned
ORD100759,CUST10258,Beauty,1905.85,30,10,2.7,Returned,Not as Described
ORD100760,CUST10046,Books,3962.2,10,9,1.2,Returned,Late Delivery
ORD100761,CUST10012,Electronics,2860.29,40,2,1.5,Not Returned,Not Returned
ORD100762,CUST10207,Electronics,225.1,20,11,4.1,Not Returned,Not Returned
ORD100763,CUST10234,Beauty,3852.76,0,10,1.0,Not Returned,Not Returned
ORD100764,CUST10148,Electronics,369.49,40,2,2.7,Not Returned,Not Returned
ORD100765,CUST10154,Books,3779.52,20,5,3.1,Not Returned,Not Returned
ORD100766,CUST10165,Electronics,1171.91,30,13,1.2,Returned,Late Delivery
ORD100767,CUST10089,Beauty,4798.75,30,5,4.9,Not Returned,Not Returned
ORD100768,CUST10185,Home,1966.12,0,6,1.9,Not Returned,Not Returned
ORD100769,CUST10173,Home,1769.27,5,3,2.2,Not Returned,Not Returned
ORD100770,CUST10216,Fashion,914.66,0,8,2.2,Not Returned,Not Returned
ORD100771,CUST10263,Electronics,1666.9,15,13,1.9,Returned,Changed Mind
ORD100772,CUST10096,Beauty,4407.92,40,1,1.0,Not Returned,Not Returned
ORD100773,CUST10116,Electronics,4982.4,10,6,3.9,Not Returned,Not Returned
ORD100774,CUST10198,Sports,1967.89,5,4,4.9,Not Returned,Not Returned
ORD100775,CUST10020,Books,2353.33,0,1,1.9,Not Returned,Not Returned
ORD100776,CUST10199,Electronics,3665.94,20,7,3.7,Not Returned,Not Returned
ORD100777,CUST10247,Electronics,4453.74,5,9,4.0,Not Returned,Not Returned
ORD100778,CUST10275,Home,3046.61,40,13,4.4,Not Returned,Not Returned
ORD100779,CUST10263,Books,2079.32,5,4,2.7,Returned,Defective
ORD100780,CUST10057,Beauty,2180.58,40,4,2.2,Not Returned,Not Returned
ORD100781,CUST10030,Electronics,3538.97,0,6,2.3,Not Returned,Not Returned
ORD100782,CUST10248,Home,215.45,40,12,3.9,Returned,Defective
ORD100783,CUST10092,Fashion,3174.03,5,3,4.3,Not Returned,Not Returned
ORD100784,CUST10264,Books,1906.37,20,13,1.7,Not Returned,Not Returned
ORD100785,CUST10270,Home,4012.15,30,12,2.5,Returned,Defective
ORD100786,CUST10093,Home,646.36,5,6,4.6,Not Returned,Not Returned
ORD100787,CUST10153,Home,3023.37,40,7,4.2,Returned,Late Delivery
ORD100788,CUST10284,Electronics,2508.67,30,11,4.9,Not Returned,Not Returned
ORD100789,CUST10079,Electronics,3283.16,40,10,4.0,Not Returned,Not Returned
ORD100790,CUST10291,Fashion,511.3,20,10,2.6,Not Returned,Not Returned
ORD100791,CUST10083,Sports,2983.92,40,3,3.4,Not Returned,Not Returned
ORD100792,CUST10036,Sports,2895.13,0,7,3.6,Not Returned,Not Returned
ORD100793,CUST10231,Sports,2891.17,10,14,1.3,Not Returned,Not Returned
ORD100794,CUST10092,Books,3096.74,5,3,3.2,Not Returned,Not Returned
ORD100795,CUST10101,Books,3447.05,10,13,3.8,Not Returned,Not Returned
ORD100796,CUST10165,Fashion,4063.95,40,13,1.7,Returned,Changed Mind
ORD100797,CUST10158,Books,1495.14,20,2,4.1,Not Returned,Not Returned
ORD100798,CUST10013,Sports,4160.24,5,12,3.3,Not Returned,Not Returned
ORD100799,CUST10224,Sports,2591.63,40,14,4.8,Returned,Defective
ORD100800,CUST10072,Home,569.88,30,10,1.2,Not Returned,Not Returned
ORD100801,CUST10248,Books,481.04,15,4,2.1,Not Returned,Not Returned
ORD100802,CUST10090,Electronics,1804.34,40,12,3.4,Returned,Defective
ORD100803,CUST10215,Electronics,3967.51,10,8,2.2,Not Returned,Not Returned
ORD100804,CUST10089,Home,3596.87,5,13,3.9,Returned,Damaged
ORD100805,CUST10028,Home,3985.35,10,9,4.0,Not Returned,Not Returned
ORD100806,CUST10219,Home,2682.89,5,7,1.4,Returned,Damaged
ORD100807,CUST10214,Electronics,2312.96,40,1,3.1,Not Returned,Not Returned
ORD100808,CUST10220,Sports,907.77,0,3,3.0,Not Returned,Not Returned
ORD100809,CUST10041,Home,1775.33,30,13,2.5,Not Returned,Not Returned
ORD100810,CUST10134,Fashion,2283.29,40,12,4.7,Returned,Damaged
ORD100811,CUST10041,Home,625.28,10,14,4.3,Not Returned,Not Returned
ORD100812,CUST10163,Beauty,1258.94,15,9,3.8,Not Returned,Not Returned
ORD100813,CUST10282,Home,3071.48,15,12,3.9,Not Returned,Not Returned
ORD100814,CUST10057,Electronics,3731.18,20,1,2.8,Not Returned,Not Returned
ORD100815,CUST10024,Books,4992.07,5,9,4.7,Not Returned,Not Returned
ORD100816,CUST10072,Home,4678.94,10,8,3.8,Not Returned,Not Returned
ORD100817,CUST10128,Books,3284.31,20,1,3.9,Not Returned,Not Returned
ORD100818,CUST10086,Beauty,2221.99,10,6,4.4,Not Returned,Not Returned
ORD100819,CUST10152,Fashion,3253.65,5,5,2.1,Not Returned,Not Returned
ORD100820,CUST10181,Books,3971.13,40,6,4.2,Not Returned,Not Returned
ORD100821,CUST10124,Sports,768.01,40,10,1.8,Not Returned,Not Returned
ORD100822,CUST10066,Home,2167.54,15,12,2.4,Not Returned,Not Returned
ORD100823,CUST10005,Beauty,4231.05,40,13,2.3,Not Returned,Not Returned
ORD100824,CUST10124,Beauty,2042.4,40,13,4.9,Not Returned,Not Returned
ORD100825,CUST10052,Books,2944.99,0,13,4.4,Not Returned,Not Returned
ORD100826,CUST10065,Fashion,3021.29,15,5,3.8,Not Returned,Not Returned
ORD100827,CUST10081,Electronics,1085.49,20,6,3.9,Not Returned,Not Returned
ORD100828,CUST10086,Home,1938.73,30,5,3.2,Not Returned,Not Returned
ORD100829,CUST10001,Beauty,1805.65,0,11,4.8,Not Returned,Not Returned
ORD100830,CUST10203,Fashion,325.74,20,12,3.0,Not Returned,Not Returned
ORD100831,CUST10149,Sports,316.12,5,5,2.5,Not Returned,Not Returned
ORD100832,CUST10292,Beauty,4192.15,0,4,1.7,Not Returned,Not Returned
ORD100833,CUST10102,Fashion,1510.74,20,3,4.1,Not Returned,Not Returned
ORD100834,CUST10023,Electronics,2686.78,5,3,3.9,Not Returned,Not Returned
ORD100835,CUST10211,Electronics,1633.88,15,4,2.5,Not Returned,Not Returned
ORD100836,CUST10064,Beauty,4715.26,30,9,1.1,Not Returned,Not Returned
ORD100837,CUST10208,Beauty,1444.62,5,2,4.4,Not Returned,Not Returned
ORD100838,CUST10250,Books,2262.35,40,9,1.0,Not Returned,Not Returned
ORD100839,CUST10116,Home,4389.11,10,1,3.8,Not Returned,Not Returned
ORD100840,CUST10115,Fashion,4241.28,5,14,4.9,Not Returned,Not Returned
ORD100841,CUST10236,Beauty,1093.29,5,1,2.8,Not Returned,Not Returned
ORD100842,CUST10104,Home,4052.69,30,5,1.9,Not Returned,Not Returned
ORD100843,CUST10258,Books,2399.3,10,6,3.8,Not Returned,Not Returned
ORD100844,CUST10045,Home,2518.25,40,6,4.3,Not Returned,Not Returned
ORD100845,CUST10215,Beauty,840.7,20,3,3.2,Not Returned,Not Returned
ORD100846,CUST10023,Electronics,586.89,20,7,4.9,Not Returned,Not Returned
ORD100847,CUST10034,Fashion,3694.11,5,9,1.2,Not Returned,Not Returned
ORD100848,CUST10023,Fashion,2583.01,10,11,3.0,Not Returned,Not Returned
ORD100849,CUST10027,Electronics,2296.88,10,12,3.9,Returned,Wrong Size
ORD100850,CUST10015,Beauty,3701.64,40,10,4.5,Not Returned,Not Returned
ORD100851,CUST10058,Fashion,3874.46,30,8,1.7,Not Returned,Not Returned
ORD100852,CUST10242,Beauty,962.76,15,6,4.2,Not Returned,Not Returned
ORD100853,CUST10206,Books,3129.08,20,12,3.2,Not Returned,Not Returned
ORD100854,CUST10270,Beauty,849.7,30,8,2.6,Not Returned,Not Returned
ORD100855,CUST10248,Home,3806.6,0,12,1.5,Not Returned,Not Returned
ORD100856,CUST10266,Electronics,3353.38,20,5,4.5,Not Returned,Not Returned
ORD100857,CUST10192,Beauty,4791.75,30,8,1.6,Not Returned,Not Returned
ORD100858,CUST10217,Books,531.0,20,10,2.2,Not Returned,Not Returned
ORD100859,CUST10114,Sports,473.86,15,12,2.2,Not Returned,Not Returned
ORD100860,CUST10067,Electronics,1554.5,0,4,4.5,Not Returned,Not Returned
ORD100861,CUST10298,Fashion,1456.19,15,10,3.7,Not Returned,Not Returned
ORD100862,CUST10074,Home,1385.5,40,8,4.2,Returned,Defective
ORD100863,CUST10102,Fashion,4550.02,0,10,2.0,Returned,Wrong Size
ORD100864,CUST10296,Books,1397.82,5,12,3.5,Not Returned,Not Returned
ORD100865,CUST10177,Books,1505.36,30,2,3.3,Not Returned,Not Returned
ORD100866,CUST10214,Fashion,3845.11,0,12,4.3,Returned,Changed Mind
ORD100867,CUST10038,Electronics,2358.75,40,12,4.6,Not Returned,Not Returned
ORD100868,CUST10258,Fashion,3928.21,40,5,1.0,Returned,Late Delivery
ORD100869,CUST10203,Beauty,513.76,15,9,3.7,Returned,Defective
ORD100870,CUST10006,Fashion,2540.34,20,4,1.2,Not Returned,Not Returned
ORD100871,CUST10048,Home,361.35,0,11,3.2,Returned,Late Delivery
ORD100872,CUST10025,Home,500.74,30,6,2.2,Not Returned,Not Returned
ORD100873,CUST10160,Sports,4550.9,0,1,2.2,Not Returned,Not Returned
ORD100874,CUST10175,Home,868.38,10,9,2.4,Not Returned,Not Returned
ORD100875,CUST10078,Fashion,2755.62,20,1,3.5,Not Returned,Not Returned
ORD100876,CUST10001,Home,2173.26,30,5,2.3,Not Returned,Not Returned
ORD100877,CUST10131,Electronics,1867.25,30,4,3.9,Not Returned,Not Returned
ORD100878,CUST10275,Home,4519.2,5,13,2.6,Not Returned,Not Returned
ORD100879,CUST10116,Beauty,304.75,15,12,1.3,Not Returned,Not Returned
ORD100880,CUST10163,Electronics,3386.19,5,13,4.1,Not Returned,Not Returned
ORD100881,CUST10287,Sports,4824.29,30,13,2.1,Not Returned,Not Returned
ORD100882,CUST10027,Beauty,2888.81,20,14,2.7,Not Returned,Not Returned
ORD100883,CUST10000,Fashion,4696.75,0,3,3.7,Not Returned,Not Returned
ORD100884,CUST10187,Fashion,450.84,0,13,2.3,Not Returned,Not Returned
ORD100885,CUST10055,Fashion,2210.21,20,6,1.2,Returned,Damaged
ORD100886,CUST10034,Beauty,1448.76,30,2,2.5,Not Returned,Not Returned
ORD100887,CUST10111,Beauty,3707.94,40,3,4.8,Not Returned,Not Returned
ORD100888,CUST10285,Beauty,4910.23,0,5,3.6,Not Returned,Not Returned
ORD100889,CUST10035,Electronics,1431.34,40,9,3.7,Not Returned,Not Returned
ORD100890,CUST10216,Books,3340.04,0,2,3.5,Not Returned,Not Returned
ORD100891,CUST10079,Electronics,1150.87,0,10,1.8,Returned,Defective
ORD100892,CUST10082,Fashion,2913.59,15,8,2.7,Returned,Not as Described
ORD100893,CUST10064,Books,2426.88,15,14,4.0,Not Returned,Not Returned
ORD100894,CUST10127,Home,4865.63,10,2,1.4,Not Returned,Not Returned
ORD100895,CUST10021,Fashion,3120.93,5,11,2.1,Not Returned,Not Returned
ORD100896,CUST10215,Sports,1877.63,20,13,2.1,Not Returned,Not Returned
ORD100897,CUST10106,Electronics,747.66,20,5,2.7,Returned,Wrong Size
ORD100898,CUST10108,Beauty,925.98,20,7,4.9,Not Returned,Not Returned
ORD100899,CUST10180,Electronics,1281.52,10,8,1.3,Not Returned,Not Returned
ORD100900,CUST10163,Beauty,1404.64,15,1,3.1,Not Returned,Not Returned
ORD100901,CUST10067,Books,4282.96,30,6,1.7,Not Returned,Not Returned
ORD100902,CUST10291,Sports,2893.87,40,1,4.9,Not Returned,Not Returned
ORD100903,CUST10179,Books,2712.28,40,2,1.5,Not Returned,Not Returned
ORD100904,CUST10180,Sports,750.89,30,1,2.6,Not Returned,Not Returned
ORD100905,CUST10168,Electronics,4328.67,10,11,4.0,Not Returned,Not Returned
ORD100906,CUST10021,Beauty,3669.51,30,5,3.8,Not Returned,Not Returned
ORD100907,CUST10065,Books,524.81,20,10,2.7,Not Returned,Not Returned
ORD100908,CUST10020,Sports,3597.61,5,9,2.4,Not Returned,Not Returned
ORD100909,CUST10099,Fashion,2808.98,0,6,2.6,Not Returned,Not Returned
ORD100910,CUST10299,Fashion,592.28,40,11,2.1,Returned,Wrong Size
ORD100911,CUST10102,Books,2399.84,15,11,1.8,Not Returned,Not Returned
ORD100912,CUST10046,Beauty,2526.54,15,1,2.9,Not Returned,Not Returned
ORD100913,CUST10038,Books,995.72,10,13,2.1,Returned,Defective
ORD100914,CUST10284,Electronics,4739.35,15,1,2.1,Not Returned,Not Returned
ORD100915,CUST10089,Sports,4279.88,20,2,3.6,Not Returned,Not Returned
ORD100916,CUST10084,Electronics,3411.31,40,9,4.9,Returned,Damaged
ORD100917,CUST10272,Fashion,2419.02,30,3,3.4,Not Returned,Not Returned
ORD100918,CUST10187,Sports,2176.47,20,1,1.3,Not Returned,Not Returned
ORD100919,CUST10158,Books,3324.67,10,5,1.3,Not Returned,Not Returned
ORD100920,CUST10242,Electronics,2818.07,20,7,4.8,Not Returned,Not Returned
ORD100921,CUST10072,Home,498.91,30,6,2.2,Returned,Wrong Size
ORD100922,CUST10048,Beauty,2660.01,5,12,1.4,Not Returned,Not Returned
ORD100923,CUST10100,Beauty,4070.74,10,1,3.4,Not Returned,Not Returned
ORD100924,CUST10001,Home,2404.35,5,5,3.5,Not Returned,Not Returned
ORD100925,CUST10243,Fashion,449.39,0,5,3.6,Not Returned,Not Returned
ORD100926,CUST10175,Sports,3974.14,5,6,2.1,Not Returned,Not Returned
ORD100927,CUST10237,Beauty,1166.55,0,3,1.1,Not Returned,Not Returned
ORD100928,CUST10058,Home,1441.38,0,5,4.9,Not Returned,Not Returned
ORD100929,CUST10098,Books,990.59,5,7,2.0,Returned,Damaged
ORD100930,CUST10001,Home,1785.03,10,5,3.7,Not Returned,Not Returned
ORD100931,CUST10242,Fashion,3832.41,30,5,3.8,Returned,Changed Mind
ORD100932,CUST10296,Fashion,2693.05,20,5,3.4,Not Returned,Not Returned
ORD100933,CUST10210,Electronics,1183.43,20,10,2.3,Not Returned,Not Returned
ORD100934,CUST10122,Beauty,4413.58,30,10,2.1,Not Returned,Not Returned
ORD100935,CUST10228,Electronics,4421.99,40,3,3.4,Not Returned,Not Returned
ORD100936,CUST10081,Home,4378.78,40,1,4.5,Not Returned,Not Returned
ORD100937,CUST10143,Sports,1346.22,0,5,4.8,Not Returned,Not Returned
ORD100938,CUST10139,Sports,2365.95,0,14,1.4,Not Returned,Not Returned
ORD100939,CUST10028,Fashion,4927.95,10,9,1.6,Not Returned,Not Returned
ORD100940,CUST10269,Sports,3905.66,15,14,4.8,Not Returned,Not Returned
ORD100941,CUST10246,Sports,330.4,5,1,3.9,Not Returned,Not Returned
ORD100942,CUST10011,Sports,512.98,0,3,4.5,Not Returned,Not Returned
ORD100943,CUST10105,Home,2426.87,20,13,1.8,Not Returned,Not Returned
ORD100944,CUST10031,Sports,4564.26,10,13,3.4,Not Returned,Not Returned
ORD100945,CUST10073,Books,2785.77,5,4,3.8,Not Returned,Not Returned
ORD100946,CUST10170,Sports,2589.5,10,14,3.7,Returned,Late Delivery
ORD100947,CUST10068,Sports,706.27,5,1,2.6,Not Returned,Not Returned
ORD100948,CUST10136,Electronics,3352.54,5,1,1.1,Returned,Not as Described
ORD100949,CUST10099,Home,4146.1,30,8,3.3,Not Returned,Not Returned
ORD100950,CUST10145,Fashion,2026.02,0,2,2.0,Not Returned,Not Returned
ORD100951,CUST10008,Electronics,3922.94,10,12,2.8,Returned,Late Delivery
ORD100952,CUST10061,Beauty,4829.49,10,8,4.8,Not Returned,Not Returned
ORD100953,CUST10184,Home,1178.08,30,7,2.6,Returned,Late Delivery
ORD100954,CUST10028,Books,2711.98,20,10,4.4,Not Returned,Not Returned
ORD100955,CUST10113,Home,1578.26,20,10,1.8,Returned,Changed Mind
ORD100956,CUST10142,Beauty,4005.7,40,2,3.7,Not Returned,Not Returned
ORD100957,CUST10119,Beauty,2972.45,0,6,4.9,Not Returned,Not Returned
ORD100958,CUST10169,Beauty,3246.0,0,6,1.4,Not Returned,Not Returned
ORD100959,CUST10156,Fashion,4029.99,15,3,1.0,Not Returned,Not Returned
ORD100960,CUST10259,Sports,2100.66,30,11,2.7,Not Returned,Not Returned
ORD100961,CUST10081,Home,4592.43,20,2,1.4,Not Returned,Not Returned
ORD100962,CUST10241,Sports,2758.54,5,12,4.0,Not Returned,Not Returned
ORD100963,CUST10171,Sports,958.18,10,1,4.7,Not Returned,Not Returned
ORD100964,CUST10230,Books,3540.32,0,6,2.7,Not Returned,Not Returned
ORD100965,CUST10207,Beauty,4007.65,10,12,2.0,Not Returned,Not Returned
ORD100966,CUST10074,Fashion,1720.46,10,5,2.7,Not Returned,Not Returned
ORD100967,CUST10269,Books,4314.46,15,14,3.9,Not Returned,Not Returned
ORD100968,CUST10113,Electronics,4549.49,20,14,1.0,Not Returned,Not Returned
ORD100969,CUST10061,Fashion,1529.14,0,11,3.4,Not Returned,Not Returned
ORD100970,CUST10101,Sports,4920.9,10,9,3.5,Not Returned,Not Returned
ORD100971,CUST10209,Fashion,875.42,0,1,3.6,Not Returned,Not Returned
ORD100972,CUST10254,Beauty,1169.68,5,7,2.0,Not Returned,Not Returned
ORD100973,CUST10019,Electronics,1084.28,15,5,3.9,Not Returned,Not Returned
ORD100974,CUST10057,Beauty,4491.15,5,5,1.4,Returned,Wrong Size
ORD100975,CUST10111,Electronics,3340.6,0,14,1.8,Not Returned,Not Returned
ORD100976,CUST10195,Books,930.1,40,2,4.5,Returned,Not as Described
ORD100977,CUST10091,Sports,2313.55,0,11,4.0,Not Returned,Not Returned
ORD100978,CUST10051,Electronics,3153.43,20,3,1.1,Returned,Wrong Size
ORD100979,CUST10292,Electronics,600.63,10,7,2.0,Not Returned,Not Returned
ORD100980,CUST10007,Electronics,4435.6,10,6,1.9,Not Returned,Not Returned
ORD100981,CUST10299,Fashion,4057.3,5,12,2.1,Not Returned,Not Returned
ORD100982,CUST10097,Books,2624.99,15,2,2.0,Returned,Defective
ORD100983,CUST10235,Fashion,4842.21,40,6,1.3,Not Returned,Not Returned
ORD100984,CUST10068,Sports,2205.25,30,2,2.8,Not Returned,Not Returned
ORD100985,CUST10044,Electronics,4923.73,10,2,3.9,Not Returned,Not Returned
ORD100986,CUST10136,Books,3406.02,20,2,3.4,Not Returned,Not Returned
ORD100987,CUST10233,Books,3246.42,5,14,3.7,Not Returned,Not Returned
ORD100988,CUST10031,Home,996.58,5,11,1.3,Not Returned,Not Returned
ORD100989,CUST10288,Sports,4433.25,30,3,4.8,Returned,Late Delivery
ORD100990,CUST10125,Books,2251.95,20,2,4.4,Not Returned,Not Returned
ORD100991,CUST10066,Electronics,978.72,15,4,4.2,Not Returned,Not Returned
ORD100992,CUST10029,Electronics,260.52,20,9,4.3,Not Returned,Not Returned
ORD100993,CUST10113,Books,2886.83,15,6,4.7,Not Returned,Not Returned
ORD100994,CUST10203,Fashion,2731.52,20,1,3.2,Not Returned,Not Returned
ORD100995,CUST10028,Sports,3652.9,20,8,1.8,Not Returned,Not Returned
ORD100996,CUST10130,Electronics,4473.24,0,12,3.5,Not Returned,Not Returned
ORD100997,CUST10184,Books,581.15,5,14,4.0,Not Returned,Not Returned
ORD100998,CUST10252,Electronics,3711.18,20,7,4.0,Not Returned,Not Returned
ORD100999,CUST10285,Books,1099.58,30,10,3.1,Not Returned,Not Returned
